,arr_delay
3789,0.0
3790,3.0
3791,-14.0
3792,-3.0
3793,55.0
3794,2.0
3795,-20.0
3796,-7.0
3797,-3.0
3798,88.0
3799,11.0
3800,30.0
3801,-20.0
3802,-5.0
3803,20.0
3804,-21.0
3805,96.0
3806,84.0
3807,-19.0
3808,-3.0
3809,-3.0
3810,-1.0
3811,-25.0
3812,-11.0
3813,150.0
3814,5.0
3815,-9.0
3816,-17.0
3817,-21.0
3818,-21.0
3819,-8.0
3820,-26.0
3821,-16.0
3822,-15.0
3823,17.0
3824,40.0
3825,-6.0
3826,32.0
3827,5.0
3828,175.0
3829,72.0
3830,118.0
3831,-3.0
3832,-18.0
3833,36.0
3834,1.0
3835,61.0
3836,25.0
3837,5.0
3838,-18.0
3839,-12.0
3840,-6.0
3841,2.0
3842,26.0
3843,-8.0
3844,-20.0
3845,14.0
3846,-1.0
3847,-12.0
3848,-29.0
3849,57.0
3850,-13.0
3851,3.0
3852,63.0
3853,-2.0
3854,9.0
3855,-16.0
3856,3.0
3857,-5.0
3858,55.0
3859,-33.0
3860,-18.0
3861,-10.0
3862,35.0
3863,8.0
3864,3.0
3865,208.0
3866,-5.0
3867,30.0
3868,-20.0
3869,-15.0
3870,-27.0
3871,68.0
3872,-22.0
3873,-11.0
3874,3.0
3875,33.0
3876,-24.0
3877,66.0
3878,22.0
3879,-8.0
3880,-1.0
3881,4.0
3882,22.0
3883,-3.0
3884,-20.0
3885,-6.0
3886,21.0
3887,30.0
3888,48.0
3889,-24.0
3890,1.0
3891,-22.0
3892,-2.0
3893,14.0
3894,8.0
3895,1.0
3896,-2.0
3897,-13.0
3898,10.0
3899,5.0
3900,-12.0
3901,-21.0
3902,-23.0
3903,-16.0
3904,2.0
3905,-4.0
3906,-18.0
3907,-20.0
3908,1.0
3909,-41.0
3910,-21.0
3911,-7.0
3912,25.0
3913,-1.0
3914,-27.0
3915,-19.0
3916,6.0
3917,1.0
3918,36.0
3919,-17.0
3920,-10.0
3921,-14.0
3922,-4.0
3923,25.0
3924,-24.0
3925,-8.0
3926,-27.0
3927,-20.0
3928,75.0
3929,-16.0
3930,-8.0
3931,11.0
3932,15.0
3933,-2.0
3934,7.0
3935,17.0
3936,
3937,88.0
3938,73.0
3939,-28.0
3940,-1.0
3941,-4.0
3942,-23.0
3943,14.0
3944,-15.0
3945,-4.0
3946,-2.0
3947,4.0
3948,-36.0
3949,-34.0
3950,-11.0
3951,-5.0
3952,274.0
3953,-14.0
3954,202.0
3955,-4.0
3956,11.0
3957,14.0
3958,-1.0
3959,15.0
3960,24.0
3961,-3.0
3962,-32.0
3963,15.0
3964,51.0
3965,-17.0
3966,-23.0
3967,57.0
3968,15.0
3969,0.0
3970,-15.0
3971,-9.0
3972,-7.0
3973,-2.0
3974,-38.0
3975,-20.0
3976,-13.0
3977,35.0
3978,6.0
3979,2.0
3980,-25.0
3981,-37.0
3982,103.0
3983,5.0
3984,-16.0
3985,-3.0
3986,-3.0
3987,-5.0
3988,54.0
3989,-23.0
3990,7.0
3991,12.0
3992,-14.0
3993,-10.0
3994,-13.0
3995,16.0
3996,2.0
3997,-15.0
3998,-1.0
3999,-8.0
4000,-23.0
4001,-2.0
4002,-27.0
4003,-18.0
4004,-9.0
4005,-6.0
4006,13.0
4007,201.0
4008,48.0
4009,-2.0
4010,9.0
4011,-10.0
4012,-20.0
4013,0.0
4014,6.0
4015,-20.0
4016,-5.0
4017,-12.0
4018,8.0
4019,4.0
4020,-8.0
4021,-22.0
4022,15.0
4023,-21.0
4024,8.0
4025,77.0
4026,84.0
4027,-4.0
4028,-21.0
4029,-11.0
4030,38.0
4031,-9.0
4032,-23.0
4033,-16.0
4034,12.0
4035,2.0
4036,22.0
4037,-29.0
4038,-23.0
4039,-15.0
4040,11.0
4041,-11.0
4042,-22.0
4043,-6.0
4044,-35.0
4045,150.0
4046,19.0
4047,-31.0
4048,21.0
4049,18.0
4050,-47.0
4051,-5.0
4052,-2.0
4053,-10.0
4054,6.0
4055,3.0
4056,-14.0
4057,46.0
4058,-5.0
4059,-3.0
4060,95.0
4061,-13.0
4062,15.0
4063,-12.0
4064,149.0
4065,48.0
4066,-5.0
4067,3.0
4068,-2.0
4069,-37.0
4070,-18.0
4071,118.0
4072,11.0
4073,4.0
4074,-25.0
4075,-11.0
4076,-10.0
4077,22.0
4078,-4.0
4079,-30.0
4080,-11.0
4081,-6.0
4082,154.0
4083,-23.0
4084,-27.0
4085,-3.0
4086,-13.0
4087,-8.0
4088,-15.0
4089,-34.0
4090,-17.0
4091,-25.0
4092,-14.0
4093,70.0
4094,-14.0
4095,-9.0
4096,21.0
4097,-14.0
4098,-7.0
4099,6.0
4100,16.0
4101,60.0
4102,-7.0
4103,17.0
4104,-11.0
4105,-6.0
4106,57.0
4107,12.0
4108,26.0
4109,-12.0
4110,-11.0
4111,115.0
4112,35.0
4113,14.0
4114,-38.0
4115,-10.0
4116,-7.0
4117,12.0
4118,-10.0
4119,98.0
4120,-13.0
4121,-27.0
4122,-6.0
4123,-12.0
4124,7.0
4125,-15.0
4126,-20.0
4127,-17.0
4128,36.0
4129,213.0
4130,11.0
4131,-15.0
4132,7.0
4133,-16.0
4134,-36.0
4135,-25.0
4136,-6.0
4137,-10.0
4138,-31.0
4139,97.0
4140,-5.0
4141,-14.0
4142,-9.0
4143,-14.0
4144,-23.0
4145,26.0
4146,-1.0
4147,-8.0
4148,-9.0
4149,-9.0
4150,-11.0
4151,-24.0
4152,-30.0
4153,-1.0
4154,-18.0
4155,42.0
4156,-14.0
4157,-10.0
4158,1.0
4159,-22.0
4160,7.0
4161,-11.0
4162,-15.0
4163,-32.0
4164,-16.0
4165,1.0
4166,-7.0
4167,68.0
4168,48.0
4169,-7.0
4170,-3.0
4171,-20.0
4172,23.0
4173,-13.0
4174,-9.0
4175,-3.0
4176,-15.0
4177,-28.0
4178,9.0
4179,-24.0
4180,4.0
4181,-18.0
4182,59.0
4183,-6.0
4184,-9.0
4185,95.0
4186,-19.0
4187,-9.0
4188,82.0
4189,-16.0
4190,-3.0
4191,-5.0
4192,22.0
4193,1.0
4194,-10.0
4195,64.0
4196,15.0
4197,-12.0
4198,0.0
4199,59.0
4200,3.0
4201,-21.0
4202,-19.0
4203,67.0
4204,-1.0
4205,-16.0
4206,-10.0
4207,115.0
4208,-8.0
4209,9.0
4210,-7.0
4211,-18.0
4212,-12.0
4213,-11.0
4214,4.0
4215,-18.0
4216,-28.0
4217,13.0
4218,-11.0
4219,-12.0
4220,16.0
4221,-16.0
4222,11.0
4223,-26.0
4224,-18.0
4225,-2.0
4226,-6.0
4227,5.0
4228,109.0
4229,-18.0
4230,-17.0
4231,-25.0
4232,-12.0
4233,11.0
4234,-10.0
4235,-27.0
4236,9.0
4237,4.0
4238,163.0
4239,-7.0
4240,121.0
4241,10.0
4242,5.0
4243,7.0
4244,20.0
4245,6.0
4246,-7.0
4247,-8.0
4248,50.0
4249,-37.0
4250,-9.0
4251,-8.0
4252,278.0
4253,-25.0
4254,-21.0
4255,-3.0
4256,-3.0
4257,-5.0
4258,1.0
4259,-9.0
4260,-13.0
4261,38.0
4262,0.0
4263,7.0
4264,-15.0
4265,-5.0
4266,-2.0
4267,-18.0
4268,6.0
4269,1.0
4270,-7.0
4271,-24.0
4272,-18.0
4273,-14.0
4274,-3.0
4275,-11.0
4276,1.0
4277,-15.0
4278,-11.0
4279,-12.0
4280,133.0
4281,31.0
4282,-1.0
4283,4.0
4284,11.0
4285,-2.0
4286,-6.0
4287,-9.0
4288,5.0
4289,4.0
4290,-23.0
4291,93.0
4292,-7.0
4293,36.0
4294,36.0
4295,-14.0
4296,-16.0
4297,-3.0
4298,23.0
4299,-9.0
4300,-9.0
4301,-19.0
4302,17.0
4303,10.0
4304,31.0
4305,-17.0
4306,-9.0
4307,-17.0
4308,19.0
4309,0.0
4310,-19.0
4311,-4.0
4312,58.0
4313,165.0
4314,-9.0
4315,-10.0
4316,-19.0
4317,-5.0
4318,-17.0
4319,-2.0
4320,5.0
4321,169.0
4322,-24.0
4323,-16.0
4324,-30.0
4325,5.0
4326,4.0
4327,-14.0
4328,-7.0
4329,46.0
4330,-14.0
4331,-48.0
4332,11.0
4333,6.0
4334,16.0
4335,10.0
4336,-4.0
4337,-23.0
4338,-18.0
4339,22.0
4340,18.0
4341,-6.0
4342,-8.0
4343,3.0
4344,-9.0
4345,-4.0
4346,-21.0
4347,-3.0
4348,4.0
4349,12.0
4350,-17.0
4351,9.0
4352,175.0
4353,6.0
4354,-16.0
4355,-7.0
4356,15.0
4357,-21.0
4358,23.0
4359,9.0
4360,45.0
4361,-11.0
4362,-24.0
4363,-4.0
4364,-8.0
4365,60.0
4366,127.0
4367,-15.0
4368,5.0
4369,-14.0
4370,-7.0
4371,18.0
4372,-11.0
4373,-16.0
4374,18.0
4375,-1.0
4376,-12.0
4377,-10.0
4378,0.0
4379,5.0
4380,11.0
4381,-13.0
4382,-18.0
4383,0.0
4384,-27.0
4385,30.0
4386,-1.0
4387,0.0
4388,-11.0
4389,-5.0
4390,-6.0
4391,-12.0
4392,-1.0
4393,5.0
4394,6.0
4395,-13.0
4396,101.0
4397,17.0
4398,-10.0
4399,-26.0
4400,92.0
4401,-6.0
4402,-6.0
4403,-6.0
4404,16.0
4405,-5.0
4406,-19.0
4407,-14.0
4408,-24.0
4409,-23.0
4410,20.0
4411,-6.0
4412,6.0
4413,126.0
4414,22.0
4415,-7.0
4416,-13.0
4417,-17.0
4418,0.0
4419,-5.0
4420,-8.0
4421,-5.0
4422,-14.0
4423,-8.0
4424,41.0
4425,41.0
4426,-7.0
4427,44.0
4428,56.0
4429,-1.0
4430,2.0
4431,-14.0
4432,-7.0
4433,10.0
4434,17.0
4435,-3.0
4436,-32.0
4437,-13.0
4438,-15.0
4439,-4.0
4440,-4.0
4441,-9.0
4442,113.0
4443,-12.0
4444,1.0
4445,-5.0
4446,13.0
4447,1.0
4448,-16.0
4449,85.0
4450,-12.0
4451,-8.0
4452,4.0
4453,-11.0
4454,-45.0
4455,-17.0
4456,-1.0
4457,-11.0
4458,4.0
4459,-14.0
4460,-21.0
4461,24.0
4462,220.0
4463,-2.0
4464,-6.0
4465,122.0
4466,71.0
4467,9.0
4468,-16.0
4469,24.0
4470,-31.0
4471,-20.0
4472,-10.0
4473,12.0
4474,-17.0
4475,11.0
4476,-3.0
4477,-25.0
4478,37.0
4479,12.0
4480,198.0
4481,-7.0
4482,-8.0
4483,177.0
4484,33.0
4485,-28.0
4486,64.0
4487,2.0
4488,11.0
4489,-3.0
4490,-19.0
4491,26.0
4492,-2.0
4493,64.0
4494,-36.0
4495,0.0
4496,-30.0
4497,37.0
4498,175.0
4499,-13.0
4500,3.0
4501,8.0
4502,-19.0
4503,-3.0
4504,-3.0
4505,-22.0
4506,-26.0
4507,-22.0
4508,-15.0
4509,-16.0
4510,7.0
4511,-21.0
4512,2.0
4513,-5.0
4514,-1.0
4515,-1.0
4516,197.0
4517,-27.0
4518,-5.0
4519,3.0
4520,-19.0
4521,-12.0
4522,-13.0
4523,34.0
4524,17.0
4525,-1.0
4526,92.0
4527,-15.0
4528,-11.0
4529,269.0
4530,2.0
4531,-12.0
4532,15.0
4533,-1.0
4534,-4.0
4535,10.0
4536,-24.0
4537,-25.0
4538,81.0
4539,-8.0
4540,46.0
4541,7.0
4542,-14.0
4543,141.0
4544,-2.0
4545,-17.0
4546,14.0
4547,-4.0
4548,-15.0
4549,1.0
4550,-2.0
4551,43.0
4552,22.0
4553,97.0
4554,-5.0
4555,13.0
4556,-19.0
4557,-22.0
4558,151.0
4559,-16.0
4560,-11.0
4561,49.0
4562,13.0
4563,-28.0
4564,-14.0
4565,-28.0
4566,-18.0
4567,-14.0
4568,32.0
4569,-25.0
4570,-2.0
4571,-15.0
4572,189.0
4573,-8.0
4574,-9.0
4575,13.0
4576,5.0
4577,0.0
4578,-18.0
4579,78.0
4580,-25.0
4581,32.0
4582,231.0
4583,-16.0
4584,-11.0
4585,-21.0
4586,41.0
4587,-34.0
4588,33.0
4589,4.0
4590,-12.0
4591,-15.0
4592,16.0
4593,82.0
4594,46.0
4595,-11.0
4596,-9.0
4597,-10.0
4598,8.0
4599,-8.0
4600,-5.0
4601,9.0
4602,-18.0
4603,3.0
4604,-12.0
4605,3.0
4606,79.0
4607,-16.0
4608,-11.0
4609,15.0
4610,-45.0
4611,1.0
4612,-20.0
4613,-11.0
4614,-38.0
4615,-9.0
4616,0.0
4617,98.0
4618,-11.0
4619,-3.0
4620,19.0
4621,-27.0
4622,-12.0
4623,9.0
4624,54.0
4625,-2.0
4626,-9.0
4627,25.0
4628,-18.0
4629,-6.0
4630,-13.0
4631,-25.0
4632,-20.0
4633,8.0
4634,-18.0
4635,-28.0
4636,12.0
4637,-15.0
4638,-25.0
4639,-2.0
4640,-1.0
4641,-13.0
4642,-20.0
4643,-7.0
4644,-8.0
4645,-20.0
4646,103.0
4647,-2.0
4648,-13.0
4649,-7.0
4650,-31.0
4651,0.0
4652,0.0
4653,
4654,-3.0
4655,72.0
4656,-11.0
4657,-4.0
4658,15.0
4659,85.0
4660,13.0
4661,-22.0
4662,-3.0
4663,259.0
4664,-16.0
4665,27.0
4666,28.0
4667,-14.0
4668,3.0
4669,14.0
4670,114.0
4671,13.0
4672,-23.0
4673,-5.0
4674,-11.0
4675,5.0
4676,31.0
4677,-17.0
4678,-12.0
4679,-6.0
4680,72.0
4681,-7.0
4682,11.0
4683,-17.0
4684,-14.0
4685,14.0
4686,1.0
4687,-13.0
4688,-3.0
4689,13.0
4690,146.0
4691,-8.0
4692,-32.0
4693,-4.0
4694,1.0
4695,-9.0
4696,-10.0
4697,16.0
4698,33.0
4699,41.0
4700,-13.0
4701,-12.0
4702,6.0
4703,20.0
4704,225.0
4705,-6.0
4706,-2.0
4707,5.0
4708,-15.0
4709,-14.0
4710,21.0
4711,-6.0
4712,-23.0
4713,-12.0
4714,-17.0
4715,67.0
4716,-27.0
4717,17.0
4718,-13.0
4719,-11.0
4720,1.0
4721,0.0
4722,18.0
4723,-19.0
4724,-26.0
4725,20.0
4726,-16.0
4727,-27.0
4728,-18.0
4729,-34.0
4730,-4.0
4731,1.0
4732,7.0
4733,10.0
4734,-14.0
4735,-12.0
4736,-6.0
4737,-14.0
4738,-14.0
4739,-7.0
4740,39.0
4741,-17.0
4742,-17.0
4743,46.0
4744,-9.0
4745,9.0
4746,0.0
4747,-21.0
4748,2.0
4749,114.0
4750,-6.0
4751,-3.0
4752,15.0
4753,31.0
4754,-20.0
4755,-28.0
4756,-20.0
4757,-24.0
4758,3.0
4759,-13.0
4760,-23.0
4761,67.0
4762,10.0
4763,-3.0
4764,-17.0
4765,-14.0
4766,-15.0
4767,-3.0
4768,-7.0
4769,40.0
4770,8.0
4771,-18.0
4772,23.0
4773,0.0
4774,-17.0
4775,-14.0
4776,-18.0
4777,-23.0
4778,11.0
4779,-7.0
4780,-4.0
4781,-11.0
4782,-14.0
4783,-16.0
4784,46.0
4785,-9.0
4786,-29.0
4787,5.0
4788,-8.0
4789,-17.0
4790,-12.0
4791,11.0
4792,2.0
4793,-7.0
4794,15.0
4795,70.0
4796,58.0
4797,41.0
4798,11.0
4799,-13.0
4800,-14.0
4801,-12.0
4802,29.0
4803,-19.0
4804,-5.0
4805,-7.0
4806,-3.0
4807,-16.0
4808,627.0
4809,33.0
4810,-14.0
4811,-4.0
4812,-29.0
4813,-20.0
4814,-6.0
4815,-9.0
4816,76.0
4817,-1.0
4818,16.0
4819,-6.0
4820,-6.0
4821,38.0
4822,-4.0
4823,12.0
4824,13.0
4825,-20.0
4826,-22.0
4827,-14.0
4828,-31.0
4829,-22.0
4830,34.0
4831,-12.0
4832,-15.0
4833,-18.0
4834,-16.0
4835,5.0
4836,
4837,-19.0
4838,-5.0
4839,-22.0
4840,-13.0
4841,-9.0
4842,-23.0
4843,-5.0
4844,14.0
4845,17.0
4846,29.0
4847,24.0
4848,92.0
4849,2.0
4850,9.0
4851,-7.0
4852,-17.0
4853,-7.0
4854,27.0
4855,33.0
4856,-10.0
4857,-20.0
4858,20.0
4859,-13.0
4860,-4.0
4861,23.0
4862,7.0
4863,-8.0
4864,-15.0
4865,101.0
4866,11.0
4867,8.0
4868,131.0
4869,43.0
4870,-1.0
4871,-33.0
4872,203.0
4873,12.0
4874,-7.0
4875,59.0
4876,8.0
4877,54.0
4878,6.0
4879,-14.0
4880,-8.0
4881,-4.0
4882,-12.0
4883,-12.0
4884,18.0
4885,3.0
4886,-31.0
4887,-7.0
4888,52.0
4889,-25.0
4890,-10.0
4891,-19.0
4892,
4893,11.0
4894,135.0
4895,-12.0
4896,-2.0
4897,90.0
4898,8.0
4899,5.0
4900,0.0
4901,-13.0
4902,-19.0
4903,-18.0
4904,-16.0
4905,-8.0
4906,-9.0
4907,26.0
4908,-3.0
4909,25.0
4910,1.0
4911,-8.0
4912,-160.0
4913,-2.0
4914,-7.0
4915,-14.0
4916,-10.0
4917,-1.0
4918,188.0
4919,-10.0
4920,3.0
4921,-14.0
4922,-28.0
4923,-23.0
4924,11.0
4925,25.0
4926,-4.0
4927,-12.0
4928,61.0
4929,-9.0
4930,-2.0
4931,-9.0
4932,-14.0
4933,-13.0
4934,-9.0
4935,-5.0
4936,4.0
4937,-6.0
4938,3.0
4939,84.0
4940,-14.0
4941,-15.0
4942,-22.0
4943,-7.0
4944,-8.0
4945,24.0
4946,-27.0
4947,-24.0
4948,-24.0
4949,-11.0
4950,11.0
4951,-9.0
4952,-4.0
4953,-9.0
4954,24.0
4955,-6.0
4956,-18.0
4957,136.0
4958,-19.0
4959,-10.0
4960,-13.0
4961,15.0
4962,63.0
4963,37.0
4964,-5.0
4965,-19.0
4966,87.0
4967,-10.0
4968,0.0
4969,10.0
4970,1.0
4971,-18.0
4972,-25.0
4973,-15.0
4974,-3.0
4975,9.0
4976,-5.0
4977,-15.0
4978,-26.0
4979,-10.0
4980,-15.0
4981,-18.0
4982,-2.0
4983,-15.0
4984,31.0
4985,5.0
4986,26.0
4987,-19.0
4988,0.0
4989,54.0
4990,157.0
4991,20.0
4992,48.0
4993,-26.0
4994,-22.0
4995,-23.0
4996,-13.0
4997,-23.0
4998,-18.0
4999,-16.0
5000,-10.0
5001,-7.0
5002,-3.0
5003,35.0
5004,-17.0
5005,24.0
5006,-20.0
5007,-10.0
5008,20.0
5009,-12.0
5010,97.0
5011,17.0
5012,-6.0
5013,227.0
5014,-22.0
5015,10.0
5016,-2.0
5017,-6.0
5018,-18.0
5019,-19.0
5020,-13.0
5021,-9.0
5022,-59.0
5023,0.0
5024,-23.0
5025,-28.0
5026,-14.0
5027,-1.0
5028,-9.0
5029,-19.0
5030,3.0
5031,-17.0
5032,14.0
5033,-15.0
5034,-5.0
5035,-23.0
5036,-16.0
5037,-6.0
5038,-15.0
5039,-13.0
5040,-1.0
5041,1.0
5042,303.0
5043,10.0
5044,2.0
5045,-21.0
5046,-6.0
5047,20.0
5048,-4.0
5049,-15.0
5050,-17.0
5051,-7.0
5052,46.0
5053,-7.0
5054,54.0
5055,-40.0
5056,7.0
5057,-3.0
5058,9.0
5059,-21.0
5060,41.0
5061,-30.0
5062,-25.0
5063,-38.0
5064,-12.0
5065,9.0
5066,-5.0
5067,6.0
5068,-6.0
5069,-2.0
5070,14.0
5071,2.0
5072,112.0
5073,-4.0
5074,-19.0
5075,8.0
5076,373.0
5077,-10.0
5078,25.0
5079,-15.0
5080,4.0
5081,-12.0
5082,20.0
5083,2.0
5084,1.0
5085,-16.0
5086,-9.0
5087,-20.0
5088,192.0
5089,-9.0
5090,-13.0
5091,-4.0
5092,30.0
5093,-18.0
5094,-9.0
5095,-15.0
5096,8.0
5097,-30.0
5098,-20.0
5099,3.0
5100,-10.0
5101,-16.0
5102,21.0
5103,-31.0
5104,-33.0
5105,-14.0
5106,25.0
5107,-11.0
5108,-9.0
5109,-25.0
5110,-8.0
5111,0.0
5112,10.0
5113,0.0
5114,-6.0
5115,6.0
5116,-15.0
5117,7.0
5118,13.0
5119,-11.0
5120,-15.0
5121,-20.0
5122,7.0
5123,-17.0
5124,7.0
5125,-18.0
5126,-16.0
5127,-8.0
5128,71.0
5129,-46.0
5130,1.0
5131,16.0
5132,-8.0
5133,-12.0
5134,5.0
5135,38.0
5136,52.0
5137,-26.0
5138,4.0
5139,-14.0
5140,19.0
5141,-14.0
5142,5.0
5143,81.0
5144,121.0
5145,-14.0
5146,-33.0
5147,-17.0
5148,138.0
5149,-25.0
5150,21.0
5151,-12.0
5152,-14.0
5153,2.0
5154,5.0
5155,-14.0
5156,-7.0
5157,-1.0
5158,-25.0
5159,-16.0
5160,1.0
5161,-20.0
5162,-6.0
5163,5.0
5164,26.0
5165,-8.0
5166,-6.0
5167,70.0
5168,-9.0
5169,69.0
5170,6.0
5171,-17.0
5172,95.0
5173,-6.0
5174,-16.0
5175,-2.0
5176,-10.0
5177,-10.0
5178,-1.0
5179,-9.0
5180,-17.0
5181,-31.0
5182,-31.0
5183,21.0
5184,-4.0
5185,-28.0
5186,14.0
5187,-9.0
5188,-9.0
5189,8.0
5190,-18.0
5191,-12.0
5192,-18.0
5193,-23.0
5194,-2.0
5195,0.0
5196,-8.0
5197,-4.0
5198,0.0
5199,14.0
5200,-18.0
5201,-28.0
5202,313.0
5203,9.0
5204,-12.0
5205,-14.0
5206,-12.0
5207,-18.0
5208,266.0
5209,-27.0
5210,-21.0
5211,-1.0
5212,22.0
5213,-14.0
5214,9.0
5215,18.0
5216,-2.0
5217,-22.0
5218,-9.0
5219,7.0
5220,-15.0
5221,0.0
5222,-13.0
5223,-24.0
5224,-2.0
5225,60.0
5226,4.0
5227,-3.0
5228,38.0
5229,-20.0
5230,33.0
5231,-6.0
5232,-19.0
5233,54.0
5234,-4.0
5235,-18.0
5236,-1.0
5237,-32.0
5238,-4.0
5239,-8.0
5240,-12.0
5241,7.0
5242,-11.0
5243,-2.0
5244,-22.0
5245,-8.0
5246,-15.0
5247,-16.0
5248,-12.0
5249,-6.0
5250,-11.0
5251,-14.0
5252,-1.0
5253,10.0
5254,13.0
5255,69.0
5256,-33.0
5257,50.0
5258,17.0
5259,9.0
5260,-11.0
5261,10.0
5262,79.0
5263,-17.0
5264,-9.0
5265,-30.0
5266,12.0
5267,80.0
5268,-3.0
5269,92.0
5270,-21.0
5271,-12.0
5272,92.0
5273,-16.0
5274,-13.0
5275,-10.0
5276,4.0
5277,-10.0
5278,18.0
5279,-4.0
5280,-14.0
5281,-3.0
5282,-13.0
5283,0.0
5284,-10.0
5285,-6.0
5286,-5.0
5287,-36.0
5288,7.0
5289,0.0
5290,46.0
5291,59.0
5292,-13.0
5293,-5.0
5294,1.0
5295,-23.0
5296,-13.0
5297,18.0
5298,-12.0
5299,-2.0
5300,-18.0
5301,-6.0
5302,17.0
5303,-9.0
5304,2.0
5305,67.0
5306,-18.0
5307,-17.0
5308,-25.0
5309,-25.0
5310,-18.0
5311,-13.0
5312,-23.0
5313,-1.0
5314,35.0
5315,81.0
5316,31.0
5317,69.0
5318,-27.0
5319,-22.0
5320,-24.0
5321,36.0
5322,-13.0
5323,-8.0
5324,7.0
5325,-26.0
5326,-9.0
5327,-12.0
5328,-11.0
5329,5.0
5330,-4.0
5331,-16.0
5332,16.0
5333,-15.0
5334,-24.0
5335,13.0
5336,-1.0
5337,-14.0
5338,-13.0
5339,-9.0
5340,-29.0
5341,-15.0
5342,192.0
5343,-17.0
5344,44.0
5345,-23.0
5346,-37.0
5347,-29.0
5348,-17.0
5349,-19.0
5350,-14.0
5351,-13.0
5352,-1.0
5353,2.0
5354,31.0
5355,-8.0
5356,-21.0
5357,-22.0
5358,-37.0
5359,-17.0
5360,-18.0
5361,-19.0
5362,-10.0
5363,-8.0
5364,-23.0
5365,-4.0
5366,
5367,-20.0
5368,-2.0
5369,-10.0
5370,-29.0
5371,6.0
5372,-18.0
5373,167.0
5374,-24.0
5375,112.0
5376,-11.0
5377,188.0
5378,-16.0
5379,-9.0
5380,33.0
5381,-1.0
5382,-14.0
5383,10.0
5384,11.0
5385,-16.0
5386,-28.0
5387,-6.0
5388,-36.0
5389,-8.0
5390,6.0
5391,-11.0
5392,167.0
5393,-10.0
5394,3.0
5395,3.0
5396,34.0
5397,-15.0
5398,2.0
5399,-14.0
5400,71.0
5401,-29.0
5402,-9.0
5403,102.0
5404,23.0
5405,-4.0
5406,-28.0
5407,-5.0
5408,107.0
5409,119.0
5410,-12.0
5411,-23.0
5412,1.0
5413,-10.0
5414,-7.0
5415,38.0
5416,-8.0
5417,-18.0
5418,-1.0
5419,-16.0
5420,25.0
5421,81.0
5422,9.0
5423,118.0
5424,274.0
5425,14.0
5426,-14.0
5427,-10.0
5428,95.0
5429,5.0
5430,21.0
5431,-7.0
5432,-7.0
5433,-19.0
5434,36.0
5435,123.0
5436,1.0
5437,-21.0
5438,-18.0
5439,-11.0
5440,6.0
5441,21.0
5442,-16.0
5443,-15.0
5444,-9.0
5445,-15.0
5446,-9.0
5447,-6.0
5448,-18.0
5449,-5.0
5450,52.0
5451,-7.0
5452,-6.0
5453,7.0
5454,18.0
5455,-22.0
5456,-11.0
5457,-3.0
5458,-20.0
5459,10.0
5460,-17.0
5461,-33.0
5462,31.0
5463,-6.0
5464,11.0
5465,-9.0
5466,20.0
5467,-26.0
5468,-1.0
5469,6.0
5470,3.0
5471,33.0
5472,-2.0
5473,23.0
5474,-6.0
5475,14.0
5476,-17.0
5477,-10.0
5478,-3.0
5479,-31.0
5480,-7.0
5481,-10.0
5482,-7.0
5483,-22.0
5484,15.0
5485,-18.0
5486,24.0
5487,5.0
5488,13.0
5489,20.0
5490,-4.0
5491,12.0
5492,79.0
5493,-12.0
5494,-12.0
5495,-18.0
5496,-1.0
5497,-26.0
5498,-15.0
5499,-32.0
5500,4.0
5501,-10.0
5502,-17.0
5503,33.0
5504,-24.0
5505,-12.0
5506,31.0
5507,-8.0
5508,-4.0
5509,-22.0
5510,-4.0
5511,5.0
5512,150.0
5513,-16.0
5514,-15.0
5515,25.0
5516,-9.0
5517,-5.0
5518,-28.0
5519,1.0
5520,19.0
5521,-3.0
5522,-7.0
5523,-6.0
5524,9.0
5525,-11.0
5526,-12.0
5527,-9.0
5528,-4.0
5529,-10.0
5530,0.0
5531,7.0
5532,-19.0
5533,-5.0
5534,93.0
5535,97.0
5536,-11.0
5537,21.0
5538,-18.0
5539,72.0
5540,-6.0
5541,79.0
5542,-7.0
5543,9.0
5544,41.0
5545,420.0
5546,-20.0
5547,-13.0
5548,-5.0
5549,-13.0
5550,-19.0
5551,31.0
5552,509.0
5553,2.0
5554,12.0
5555,1.0
5556,-30.0
5557,-30.0
5558,-18.0
5559,-15.0
5560,189.0
5561,4.0
5562,-20.0
5563,-15.0
5564,5.0
5565,-11.0
5566,-12.0
5567,-10.0
5568,13.0
5569,2.0
5570,-7.0
5571,-12.0
5572,-4.0
5573,14.0
5574,-31.0
5575,91.0
5576,-9.0
5577,14.0
5578,-12.0
5579,33.0
5580,8.0
5581,-10.0
5582,-12.0
5583,-1.0
5584,0.0
5585,1.0
5586,108.0
5587,-28.0
5588,9.0
5589,-19.0
5590,-15.0
5591,-6.0
5592,-16.0
5593,-19.0
5594,-4.0
5595,-32.0
5596,-26.0
5597,-30.0
5598,34.0
5599,15.0
5600,-7.0
5601,-2.0
5602,-5.0
5603,-22.0
5604,90.0
5605,-16.0
5606,-12.0
5607,-19.0
5608,-16.0
5609,2.0
5610,-3.0
5611,26.0
5612,22.0
5613,24.0
5614,-1.0
5615,61.0
5616,20.0
5617,-8.0
5618,19.0
5619,
5620,-1.0
5621,-24.0
5622,-13.0
5623,0.0
5624,-1.0
5625,9.0
5626,
5627,-12.0
5628,158.0
5629,200.0
