,arr_delay
7471,-13.0
7472,-11.0
7473,-3.0
7474,-20.0
7475,-12.0
7476,-16.0
7477,258.0
7478,7.0
7479,-11.0
7480,10.0
7481,-18.0
7482,-10.0
7483,4.0
7484,35.0
7485,9.0
7486,-10.0
7487,-5.0
7488,-8.0
7489,-3.0
7490,-8.0
7491,-9.0
7492,88.0
7493,39.0
7494,5.0
7495,-10.0
7496,-24.0
7497,1.0
7498,-18.0
7499,-23.0
7500,-13.0
7501,-18.0
7502,4.0
7503,-6.0
7504,48.0
7505,15.0
7506,-12.0
7507,-3.0
7508,-42.0
7509,-7.0
7510,-26.0
7511,-10.0
7512,-7.0
7513,-8.0
7514,-1.0
7515,12.0
7516,-11.0
7517,253.0
7518,-2.0
7519,-21.0
7520,-2.0
7521,18.0
7522,-7.0
7523,-9.0
7524,66.0
7525,26.0
7526,-5.0
7527,-18.0
7528,6.0
7529,-26.0
7530,9.0
7531,4.0
7532,7.0
7533,-28.0
7534,-13.0
7535,-16.0
7536,1.0
7537,-14.0
7538,820.0
7539,-4.0
7540,12.0
7541,63.0
7542,-40.0
7543,67.0
7544,-2.0
7545,-15.0
7546,-13.0
7547,-10.0
7548,16.0
7549,1.0
7550,-19.0
7551,15.0
7552,9.0
7553,25.0
7554,14.0
7555,20.0
7556,-4.0
7557,24.0
7558,-14.0
7559,0.0
7560,-14.0
7561,38.0
7562,-2.0
7563,-26.0
7564,-15.0
7565,-15.0
7566,-16.0
7567,-16.0
7568,-11.0
7569,-1.0
7570,-2.0
7571,5.0
7572,-16.0
7573,150.0
7574,55.0
7575,-1.0
7576,1.0
7577,-7.0
7578,23.0
7579,16.0
7580,-10.0
7581,-32.0
7582,-20.0
7583,7.0
7584,-8.0
7585,8.0
7586,-21.0
7587,127.0
7588,-3.0
7589,27.0
7590,-13.0
7591,-4.0
7592,-7.0
7593,7.0
7594,-17.0
7595,35.0
7596,73.0
7597,63.0
7598,-13.0
7599,-7.0
7600,98.0
7601,-27.0
7602,-15.0
7603,0.0
7604,-5.0
7605,-7.0
7606,-18.0
7607,-10.0
7608,-22.0
7609,59.0
7610,-15.0
7611,-21.0
7612,-16.0
7613,11.0
7614,-3.0
7615,-15.0
7616,-9.0
7617,-21.0
7618,-13.0
7619,21.0
7620,-3.0
7621,-3.0
7622,-20.0
7623,-15.0
7624,1.0
7625,0.0
7626,-15.0
7627,-18.0
7628,-3.0
7629,-7.0
7630,1.0
7631,-3.0
7632,-15.0
7633,188.0
7634,12.0
7635,-4.0
7636,-8.0
7637,-7.0
7638,1.0
7639,-5.0
7640,-15.0
7641,22.0
7642,3.0
7643,-8.0
7644,49.0
7645,-16.0
7646,-15.0
7647,-10.0
7648,2.0
7649,-3.0
7650,-2.0
7651,-22.0
7652,
7653,-13.0
7654,-12.0
7655,-5.0
7656,14.0
7657,27.0
7658,-18.0
7659,54.0
7660,-15.0
7661,-33.0
7662,-10.0
7663,-2.0
7664,-20.0
7665,-8.0
7666,-6.0
7667,89.0
7668,-2.0
7669,-18.0
7670,47.0
7671,-47.0
7672,-19.0
7673,-10.0
7674,-36.0
7675,0.0
7676,-2.0
7677,-9.0
7678,-12.0
7679,-16.0
7680,60.0
7681,-15.0
7682,-4.0
7683,-19.0
7684,2.0
7685,-2.0
7686,-17.0
7687,208.0
7688,-2.0
7689,-23.0
7690,-13.0
7691,-38.0
7692,58.0
7693,-24.0
7694,-18.0
7695,-1.0
7696,65.0
7697,-23.0
7698,36.0
7699,-18.0
7700,-19.0
7701,-23.0
7702,-8.0
7703,-15.0
7704,-20.0
7705,-8.0
7706,-13.0
7707,-2.0
7708,3.0
7709,-15.0
7710,-2.0
7711,-8.0
7712,-12.0
7713,-6.0
7714,-13.0
7715,-28.0
7716,-13.0
7717,76.0
7718,9.0
7719,1.0
7720,23.0
7721,-23.0
7722,-15.0
7723,-8.0
7724,-10.0
7725,0.0
7726,-14.0
7727,-1.0
7728,-28.0
7729,-9.0
7730,38.0
7731,8.0
7732,115.0
7733,27.0
7734,-2.0
7735,1.0
7736,-14.0
7737,2.0
7738,-23.0
7739,-19.0
7740,74.0
7741,-3.0
7742,7.0
7743,-13.0
7744,-8.0
7745,-10.0
7746,0.0
7747,-23.0
7748,-14.0
7749,-15.0
7750,4.0
7751,10.0
7752,-4.0
7753,-11.0
7754,-13.0
7755,-10.0
7756,-3.0
7757,-12.0
7758,-22.0
7759,-5.0
7760,44.0
7761,-15.0
7762,-13.0
7763,-13.0
7764,-19.0
7765,119.0
7766,-25.0
7767,-12.0
7768,4.0
7769,44.0
7770,21.0
7771,64.0
7772,-7.0
7773,-21.0
7774,-17.0
7775,-15.0
7776,-19.0
7777,4.0
7778,149.0
7779,-33.0
7780,-15.0
7781,-7.0
7782,-21.0
7783,0.0
7784,3.0
7785,95.0
7786,12.0
7787,11.0
7788,-12.0
7789,-4.0
7790,5.0
7791,8.0
7792,10.0
7793,34.0
7794,-11.0
7795,-23.0
7796,-10.0
7797,-14.0
7798,-10.0
7799,-13.0
7800,-26.0
7801,-28.0
7802,-13.0
7803,146.0
7804,-21.0
7805,-11.0
7806,20.0
7807,-1.0
7808,3.0
7809,-12.0
7810,-18.0
7811,-18.0
7812,-24.0
7813,-18.0
7814,-13.0
7815,26.0
7816,-6.0
7817,73.0
7818,-9.0
7819,-3.0
7820,5.0
7821,-32.0
7822,-1.0
7823,40.0
7824,-22.0
7825,21.0
7826,3.0
7827,18.0
7828,4.0
7829,16.0
7830,-2.0
7831,-11.0
7832,31.0
7833,-17.0
7834,-13.0
7835,5.0
7836,6.0
7837,-20.0
7838,-21.0
7839,-35.0
7840,-3.0
7841,15.0
7842,3.0
7843,-11.0
7844,41.0
7845,-7.0
7846,-19.0
7847,-9.0
7848,-24.0
7849,-2.0
7850,-2.0
7851,-1.0
7852,59.0
7853,-7.0
7854,201.0
7855,-6.0
7856,-22.0
7857,-1.0
7858,-11.0
7859,-18.0
7860,-2.0
7861,14.0
7862,-20.0
7863,12.0
7864,-22.0
7865,-20.0
7866,30.0
7867,12.0
7868,22.0
7869,110.0
7870,-18.0
7871,-24.0
7872,-22.0
7873,-28.0
7874,-23.0
7875,-9.0
7876,58.0
7877,-14.0
7878,10.0
7879,-23.0
7880,14.0
7881,-13.0
7882,-11.0
7883,6.0
7884,-7.0
7885,-10.0
7886,31.0
7887,114.0
7888,5.0
7889,8.0
7890,-13.0
7891,-9.0
7892,-18.0
7893,127.0
7894,-21.0
7895,5.0
7896,2.0
7897,-9.0
7898,2.0
7899,1.0
7900,9.0
7901,55.0
7902,-8.0
7903,-3.0
7904,-6.0
7905,36.0
7906,-14.0
7907,-30.0
7908,-13.0
7909,-25.0
7910,-4.0
7911,-19.0
7912,36.0
7913,-8.0
7914,10.0
7915,27.0
7916,26.0
7917,-29.0
7918,-12.0
7919,-23.0
7920,13.0
7921,-2.0
7922,143.0
7923,-7.0
7924,-12.0
7925,123.0
7926,-10.0
7927,-16.0
7928,-12.0
7929,-22.0
7930,4.0
7931,7.0
7932,17.0
7933,-15.0
7934,-13.0
7935,-11.0
7936,-3.0
7937,11.0
7938,-10.0
7939,-28.0
7940,44.0
7941,-3.0
7942,-3.0
7943,13.0
7944,34.0
7945,-2.0
7946,-18.0
7947,-1.0
7948,-14.0
7949,-8.0
7950,-23.0
7951,12.0
7952,-9.0
7953,21.0
7954,1.0
7955,5.0
7956,-15.0
7957,-3.0
7958,42.0
7959,9.0
7960,-23.0
7961,-11.0
7962,-29.0
7963,-21.0
7964,30.0
7965,-9.0
7966,-8.0
7967,-22.0
7968,-21.0
7969,75.0
7970,16.0
7971,-7.0
7972,-21.0
7973,5.0
7974,-16.0
7975,10.0
7976,-23.0
7977,6.0
7978,-9.0
7979,-15.0
7980,12.0
7981,-10.0
7982,30.0
7983,-10.0
7984,-9.0
7985,-16.0
7986,-19.0
7987,-39.0
7988,-1.0
7989,-12.0
7990,-23.0
7991,-18.0
7992,-20.0
7993,-31.0
7994,-3.0
7995,-17.0
7996,8.0
7997,11.0
7998,7.0
7999,38.0
8000,-22.0
8001,-24.0
8002,4.0
8003,17.0
8004,-6.0
8005,7.0
8006,-18.0
8007,0.0
8008,52.0
8009,12.0
8010,2.0
8011,57.0
8012,4.0
8013,-20.0
8014,10.0
8015,-15.0
8016,-24.0
8017,12.0
8018,-3.0
8019,97.0
8020,27.0
8021,-4.0
8022,17.0
8023,-19.0
8024,21.0
8025,-25.0
8026,-14.0
8027,5.0
8028,-12.0
8029,-13.0
8030,-2.0
8031,39.0
8032,79.0
8033,-30.0
8034,11.0
8035,-1.0
8036,-21.0
8037,-9.0
8038,6.0
8039,-1.0
8040,-8.0
8041,-14.0
8042,33.0
8043,-21.0
8044,25.0
8045,-18.0
8046,0.0
8047,-21.0
8048,-4.0
8049,3.0
8050,-13.0
8051,-5.0
8052,-20.0
8053,8.0
8054,-4.0
8055,-5.0
8056,-7.0
8057,-9.0
8058,0.0
8059,178.0
8060,49.0
8061,2.0
8062,-7.0
8063,0.0
8064,-12.0
8065,-26.0
8066,-15.0
8067,4.0
8068,-15.0
8069,-6.0
8070,-13.0
8071,4.0
8072,-8.0
8073,-17.0
8074,-28.0
8075,-6.0
8076,-11.0
8077,-20.0
8078,-5.0
8079,-16.0
8080,-4.0
8081,-6.0
8082,-14.0
8083,12.0
8084,54.0
8085,-17.0
8086,-17.0
8087,-32.0
8088,93.0
8089,14.0
8090,154.0
8091,-20.0
8092,-14.0
8093,-8.0
8094,-15.0
8095,-21.0
8096,-13.0
8097,-30.0
8098,-9.0
8099,54.0
8100,-11.0
8101,1.0
8102,-14.0
8103,12.0
8104,-16.0
8105,-5.0
8106,14.0
8107,-18.0
8108,-26.0
8109,-13.0
8110,58.0
8111,-8.0
8112,41.0
8113,128.0
8114,-14.0
8115,-5.0
8116,-19.0
8117,-14.0
8118,12.0
8119,-14.0
8120,9.0
8121,-13.0
8122,-4.0
8123,29.0
8124,18.0
8125,-11.0
8126,5.0
8127,-2.0
8128,-3.0
8129,-24.0
8130,0.0
8131,4.0
8132,-7.0
8133,19.0
8134,-15.0
8135,-22.0
8136,-9.0
8137,-14.0
8138,-3.0
8139,-19.0
8140,-15.0
8141,-10.0
8142,-9.0
8143,1.0
8144,-17.0
8145,-21.0
8146,51.0
8147,37.0
8148,-4.0
8149,-12.0
8150,
8151,-21.0
8152,263.0
8153,83.0
8154,-27.0
8155,47.0
8156,3.0
8157,-14.0
8158,-24.0
8159,6.0
8160,-17.0
8161,6.0
8162,2.0
8163,-11.0
8164,101.0
8165,10.0
8166,-8.0
8167,1.0
8168,-9.0
8169,-14.0
8170,-10.0
8171,-21.0
8172,7.0
8173,27.0
8174,-30.0
8175,6.0
8176,-24.0
8177,-14.0
8178,-5.0
8179,-5.0
8180,-7.0
8181,-27.0
8182,-19.0
8183,16.0
8184,-3.0
8185,-18.0
8186,-2.0
8187,25.0
8188,-24.0
8189,-4.0
8190,19.0
8191,15.0
8192,-14.0
8193,-17.0
8194,-1.0
8195,-30.0
8196,14.0
8197,-26.0
8198,-2.0
8199,430.0
8200,-5.0
8201,35.0
8202,-1.0
8203,23.0
8204,2.0
8205,-9.0
8206,-36.0
8207,-12.0
8208,-12.0
8209,-4.0
8210,-12.0
8211,-6.0
8212,-11.0
8213,-6.0
8214,-16.0
8215,17.0
8216,-42.0
8217,121.0
8218,17.0
8219,-32.0
8220,49.0
8221,-19.0
8222,3.0
8223,31.0
8224,-30.0
8225,-12.0
8226,11.0
8227,-6.0
8228,-20.0
8229,61.0
8230,36.0
8231,-4.0
8232,-1.0
8233,-10.0
8234,-14.0
8235,-23.0
8236,-11.0
8237,-20.0
8238,-19.0
8239,11.0
8240,59.0
8241,-27.0
8242,-17.0
8243,-11.0
8244,-24.0
8245,-8.0
8246,-15.0
8247,-5.0
8248,-5.0
8249,-21.0
8250,-11.0
8251,-23.0
8252,185.0
8253,-20.0
8254,-13.0
8255,52.0
8256,-14.0
8257,12.0
8258,-15.0
8259,-5.0
8260,0.0
8261,-13.0
8262,3.0
8263,4.0
8264,0.0
8265,-12.0
8266,0.0
8267,5.0
8268,-6.0
8269,-3.0
8270,10.0
8271,-2.0
8272,13.0
8273,9.0
8274,-11.0
8275,88.0
8276,136.0
8277,-12.0
8278,-24.0
8279,12.0
8280,1.0
8281,-8.0
8282,63.0
8283,11.0
8284,4.0
8285,-15.0
8286,-23.0
8287,-25.0
8288,0.0
8289,-24.0
8290,-10.0
8291,-28.0
8292,-16.0
8293,-4.0
8294,-11.0
8295,-15.0
8296,-5.0
8297,14.0
8298,-8.0
8299,5.0
8300,-1.0
8301,-24.0
8302,-7.0
8303,6.0
8304,-4.0
8305,-1.0
8306,47.0
8307,-2.0
8308,46.0
8309,97.0
8310,-4.0
8311,17.0
8312,5.0
8313,174.0
8314,-6.0
8315,-17.0
8316,20.0
8317,-5.0
8318,7.0
8319,-20.0
8320,-17.0
8321,-22.0
8322,0.0
8323,-9.0
8324,-15.0
8325,-17.0
8326,-13.0
8327,-16.0
8328,-10.0
8329,1.0
8330,0.0
8331,-5.0
8332,-8.0
8333,-9.0
8334,-13.0
8335,-7.0
8336,-17.0
8337,108.0
8338,-14.0
8339,93.0
8340,-27.0
8341,77.0
8342,-4.0
8343,14.0
8344,-10.0
8345,-4.0
8346,14.0
8347,-22.0
8348,103.0
8349,-6.0
8350,-7.0
8351,0.0
8352,-9.0
8353,-20.0
8354,-18.0
8355,50.0
8356,-15.0
8357,-13.0
8358,-8.0
8359,51.0
8360,38.0
8361,-31.0
8362,-7.0
8363,-12.0
8364,5.0
8365,-24.0
8366,19.0
8367,-28.0
8368,16.0
8369,
8370,28.0
8371,-7.0
8372,21.0
8373,-12.0
8374,-9.0
8375,-23.0
8376,-21.0
8377,-9.0
8378,20.0
8379,-9.0
8380,15.0
8381,-8.0
8382,-3.0
8383,-22.0
8384,-3.0
8385,-13.0
8386,-15.0
8387,0.0
8388,-13.0
8389,-8.0
8390,-18.0
8391,-13.0
8392,-21.0
8393,21.0
8394,-3.0
8395,-32.0
8396,-7.0
8397,8.0
8398,-1.0
8399,-1.0
8400,-21.0
8401,0.0
8402,22.0
8403,9.0
8404,-5.0
8405,-14.0
8406,-16.0
8407,1.0
8408,-24.0
8409,-20.0
8410,4.0
8411,-14.0
8412,11.0
8413,0.0
8414,-22.0
8415,-14.0
8416,-14.0
8417,-20.0
8418,42.0
8419,-21.0
8420,-18.0
8421,-26.0
8422,-3.0
8423,-8.0
8424,-8.0
8425,-6.0
8426,29.0
8427,-26.0
8428,2.0
8429,-1.0
8430,-9.0
8431,-14.0
8432,-4.0
8433,64.0
8434,-9.0
8435,11.0
8436,-13.0
8437,0.0
8438,-5.0
8439,178.0
8440,-9.0
8441,-23.0
8442,-19.0
8443,-23.0
8444,20.0
8445,8.0
8446,16.0
8447,-5.0
8448,-18.0
8449,-27.0
8450,-14.0
8451,24.0
8452,11.0
8453,8.0
8454,3.0
8455,-9.0
8456,-15.0
8457,-20.0
8458,-15.0
8459,-13.0
8460,-1.0
8461,-22.0
8462,-5.0
8463,-32.0
8464,-8.0
8465,8.0
8466,9.0
8467,59.0
8468,-3.0
8469,-9.0
8470,16.0
8471,-14.0
8472,-13.0
8473,-17.0
8474,-12.0
8475,-16.0
8476,-13.0
8477,4.0
8478,-27.0
8479,-26.0
8480,15.0
8481,-22.0
8482,-14.0
8483,-22.0
8484,-10.0
8485,10.0
8486,-9.0
8487,35.0
8488,-29.0
8489,2.0
8490,-13.0
8491,-9.0
8492,-3.0
8493,-17.0
8494,49.0
8495,-16.0
8496,-19.0
8497,-26.0
8498,5.0
8499,-5.0
8500,-8.0
8501,-10.0
8502,2.0
8503,-9.0
8504,19.0
8505,-34.0
8506,118.0
8507,-1.0
8508,-11.0
8509,-9.0
8510,154.0
8511,-23.0
8512,-7.0
8513,-5.0
8514,-8.0
8515,-16.0
8516,7.0
8517,-13.0
8518,-2.0
8519,-9.0
8520,-7.0
8521,-8.0
8522,-18.0
8523,-17.0
8524,-23.0
8525,-7.0
8526,2.0
8527,-10.0
8528,28.0
8529,-23.0
8530,111.0
8531,58.0
8532,94.0
8533,74.0
8534,111.0
8535,0.0
8536,-44.0
8537,2.0
8538,-1.0
8539,-11.0
8540,-18.0
8541,-14.0
8542,-8.0
8543,-17.0
8544,8.0
8545,-19.0
8546,-7.0
8547,27.0
8548,4.0
8549,-6.0
8550,-15.0
8551,1.0
8552,-22.0
8553,2.0
8554,10.0
8555,-10.0
8556,-19.0
8557,46.0
8558,-11.0
8559,-8.0
8560,-21.0
8561,2.0
8562,-1.0
8563,-4.0
8564,-15.0
8565,-14.0
8566,-16.0
8567,-21.0
8568,26.0
8569,-14.0
8570,-22.0
8571,108.0
8572,-6.0
8573,-6.0
8574,-9.0
8575,-1.0
8576,19.0
8577,4.0
8578,17.0
8579,-20.0
8580,261.0
8581,-13.0
8582,-3.0
8583,-14.0
8584,-19.0
8585,10.0
8586,-12.0
8587,-13.0
8588,-1.0
8589,-3.0
8590,-28.0
8591,-19.0
8592,-19.0
8593,-3.0
8594,2.0
8595,-7.0
8596,9.0
8597,-1.0
8598,-4.0
8599,16.0
8600,24.0
8601,-32.0
8602,15.0
8603,-5.0
8604,-17.0
8605,-23.0
8606,1.0
8607,-14.0
8608,-15.0
8609,-12.0
8610,-40.0
8611,6.0
8612,-2.0
8613,-4.0
8614,0.0
8615,-15.0
8616,308.0
8617,17.0
8618,-14.0
8619,-20.0
8620,-14.0
8621,0.0
8622,8.0
8623,56.0
8624,38.0
8625,91.0
8626,11.0
8627,-5.0
8628,-12.0
8629,7.0
8630,892.0
8631,-13.0
8632,-21.0
8633,-3.0
8634,-6.0
8635,12.0
8636,53.0
8637,-17.0
8638,0.0
8639,-38.0
8640,-11.0
8641,-4.0
8642,-4.0
8643,-7.0
8644,-18.0
8645,82.0
8646,-6.0
8647,60.0
8648,-4.0
8649,-4.0
8650,-3.0
8651,0.0
8652,-6.0
8653,27.0
8654,55.0
8655,40.0
8656,-24.0
8657,-13.0
8658,181.0
8659,-14.0
8660,18.0
8661,-9.0
8662,-8.0
8663,-6.0
8664,-21.0
8665,-23.0
8666,-6.0
8667,-1.0
8668,-12.0
8669,-17.0
8670,0.0
8671,6.0
8672,-8.0
8673,-8.0
8674,-3.0
8675,-14.0
8676,-9.0
8677,-11.0
8678,-8.0
8679,-2.0
8680,17.0
8681,-26.0
8682,9.0
8683,-28.0
8684,-18.0
8685,-1.0
8686,-5.0
8687,-15.0
8688,6.0
8689,142.0
8690,-5.0
8691,-16.0
8692,-9.0
8693,33.0
8694,-17.0
8695,-17.0
8696,-17.0
8697,-19.0
8698,-13.0
8699,12.0
8700,-15.0
8701,-1.0
8702,-23.0
8703,6.0
8704,7.0
8705,-15.0
8706,-13.0
8707,-15.0
8708,-26.0
8709,-10.0
8710,18.0
8711,-30.0
8712,200.0
8713,40.0
8714,-6.0
8715,-13.0
8716,2.0
8717,-21.0
8718,0.0
8719,-13.0
8720,-14.0
8721,3.0
8722,-15.0
8723,9.0
8724,-5.0
8725,-21.0
8726,-17.0
8727,25.0
8728,-37.0
8729,-8.0
8730,13.0
8731,0.0
8732,6.0
8733,6.0
8734,-34.0
8735,-23.0
8736,-1.0
8737,-19.0
8738,34.0
8739,-10.0
8740,-12.0
8741,-13.0
8742,6.0
8743,36.0
8744,8.0
8745,-15.0
8746,-4.0
8747,10.0
8748,56.0
8749,-20.0
8750,-2.0
8751,-21.0
8752,-13.0
8753,-5.0
8754,-4.0
8755,-18.0
8756,-7.0
8757,-9.0
8758,15.0
8759,-1.0
8760,81.0
8761,45.0
8762,228.0
8763,49.0
8764,-4.0
8765,-12.0
8766,29.0
8767,-9.0
8768,-27.0
8769,21.0
8770,29.0
8771,-6.0
8772,-2.0
8773,-30.0
8774,-4.0
8775,1.0
8776,2.0
8777,-6.0
8778,11.0
8779,92.0
8780,-5.0
8781,-13.0
8782,159.0
8783,-9.0
8784,-30.0
8785,113.0
8786,-4.0
8787,13.0
8788,-11.0
8789,-17.0
8790,-7.0
8791,-18.0
8792,-22.0
8793,-4.0
8794,-13.0
8795,-19.0
8796,-6.0
8797,-9.0
8798,-24.0
8799,-6.0
8800,-10.0
8801,139.0
8802,8.0
8803,-16.0
8804,39.0
8805,-4.0
8806,-25.0
8807,-14.0
8808,-2.0
8809,-21.0
8810,-6.0
8811,-23.0
8812,11.0
8813,-14.0
8814,-13.0
8815,12.0
8816,0.0
8817,10.0
8818,22.0
8819,1.0
8820,-12.0
8821,2.0
8822,38.0
8823,-5.0
8824,-21.0
8825,-6.0
8826,10.0
8827,54.0
8828,-9.0
8829,-9.0
8830,12.0
8831,-17.0
8832,4.0
8833,-29.0
8834,-14.0
8835,17.0
8836,58.0
8837,-21.0
8838,-13.0
8839,-6.0
8840,39.0
8841,-14.0
8842,-6.0
8843,3.0
8844,43.0
8845,7.0
8846,-18.0
8847,7.0
8848,-8.0
8849,58.0
8850,-12.0
8851,-12.0
8852,-21.0
8853,3.0
8854,3.0
8855,28.0
8856,-5.0
8857,-12.0
8858,-11.0
8859,-11.0
8860,-15.0
8861,-10.0
8862,87.0
8863,-13.0
8864,3.0
8865,-8.0
8866,-23.0
8867,0.0
8868,-12.0
8869,-19.0
8870,-21.0
8871,-19.0
8872,6.0
8873,9.0
8874,30.0
8875,-15.0
8876,5.0
8877,14.0
8878,-14.0
8879,6.0
8880,-12.0
8881,-40.0
8882,-23.0
8883,9.0
8884,0.0
8885,-19.0
8886,-38.0
8887,52.0
8888,100.0
8889,-25.0
8890,-7.0
8891,13.0
8892,45.0
8893,-10.0
8894,-18.0
8895,-20.0
8896,-7.0
8897,54.0
8898,-10.0
8899,-19.0
8900,-7.0
8901,-10.0
8902,0.0
8903,-1.0
8904,2.0
8905,19.0
8906,-2.0
8907,-2.0
8908,150.0
8909,-11.0
8910,-4.0
8911,1.0
8912,31.0
8913,-3.0
8914,-5.0
8915,-19.0
8916,41.0
8917,-11.0
8918,-20.0
8919,-15.0
8920,8.0
8921,-5.0
8922,95.0
8923,-7.0
8924,-8.0
8925,-9.0
8926,3.0
8927,10.0
8928,15.0
8929,-2.0
8930,103.0
8931,112.0
8932,-15.0
8933,-5.0
8934,-23.0
8935,-25.0
8936,-8.0
8937,7.0
8938,7.0
8939,-14.0
8940,-13.0
8941,0.0
8942,-17.0
8943,-8.0
8944,-18.0
8945,140.0
8946,-15.0
8947,-6.0
8948,-33.0
8949,172.0
8950,-14.0
8951,-15.0
8952,7.0
8953,-31.0
8954,14.0
8955,-9.0
8956,-17.0
8957,83.0
8958,3.0
8959,-8.0
8960,112.0
8961,23.0
8962,1.0
8963,-16.0
8964,-10.0
8965,-9.0
8966,-13.0
8967,-16.0
8968,-16.0
8969,43.0
8970,17.0
8971,-3.0
8972,-8.0
8973,31.0
8974,24.0
8975,-5.0
8976,-29.0
8977,-14.0
8978,12.0
8979,-27.0
8980,-6.0
8981,-38.0
8982,36.0
8983,0.0
8984,-20.0
8985,-3.0
8986,12.0
8987,28.0
8988,8.0
8989,-25.0
8990,1.0
8991,7.0
8992,-14.0
8993,10.0
8994,-11.0
8995,-8.0
8996,3.0
8997,-16.0
8998,-13.0
8999,-13.0
9000,7.0
9001,0.0
9002,-16.0
9003,-14.0
9004,-7.0
9005,2.0
9006,-6.0
9007,-18.0
9008,9.0
9009,2.0
9010,-2.0
9011,-18.0
9012,7.0
9013,-16.0
9014,6.0
9015,-22.0
9016,-10.0
9017,-9.0
9018,67.0
9019,7.0
9020,-4.0
9021,-23.0
9022,11.0
9023,-4.0
9024,-11.0
9025,-28.0
9026,-30.0
9027,-8.0
9028,-23.0
9029,130.0
9030,-21.0
9031,113.0
9032,7.0
9033,15.0
9034,11.0
9035,0.0
9036,-22.0
9037,-18.0
9038,-11.0
9039,-16.0
9040,-4.0
9041,80.0
9042,-3.0
9043,5.0
9044,-29.0
9045,-21.0
9046,-13.0
9047,-15.0
9048,13.0
9049,-6.0
9050,9.0
9051,-34.0
9052,-18.0
9053,262.0
9054,-17.0
9055,6.0
9056,-26.0
9057,-25.0
9058,-8.0
9059,-7.0
9060,-14.0
9061,8.0
9062,-12.0
9063,60.0
9064,-8.0
9065,-6.0
9066,-18.0
9067,-10.0
9068,-17.0
9069,-22.0
9070,47.0
9071,-6.0
9072,26.0
9073,-23.0
9074,71.0
9075,-12.0
9076,-14.0
9077,5.0
9078,-23.0
9079,42.0
9080,-1.0
9081,16.0
9082,-22.0
9083,-9.0
9084,-15.0
9085,-16.0
9086,13.0
9087,66.0
9088,118.0
9089,-28.0
9090,16.0
9091,68.0
9092,-33.0
9093,2.0
9094,6.0
9095,3.0
9096,-25.0
9097,67.0
9098,17.0
9099,-2.0
9100,-19.0
9101,-15.0
9102,-9.0
9103,-16.0
9104,196.0
9105,-9.0
9106,-3.0
9107,10.0
9108,128.0
9109,-19.0
9110,-13.0
9111,80.0
9112,16.0
9113,
9114,-3.0
9115,-22.0
9116,-17.0
9117,-17.0
9118,-8.0
9119,-21.0
9120,-6.0
9121,-11.0
9122,-14.0
9123,2.0
9124,-22.0
9125,48.0
9126,-14.0
9127,
9128,-7.0
9129,9.0
9130,-14.0
9131,20.0
9132,-8.0
9133,-28.0
9134,-20.0
9135,42.0
9136,-12.0
9137,-10.0
9138,45.0
9139,-5.0
9140,29.0
9141,15.0
9142,-24.0
9143,-5.0
9144,-14.0
9145,-2.0
9146,-19.0
9147,-31.0
9148,-22.0
9149,-2.0
9150,-21.0
9151,-14.0
9152,8.0
9153,-17.0
9154,-12.0
9155,6.0
9156,-25.0
9157,-7.0
9158,5.0
9159,30.0
9160,-28.0
9161,0.0
9162,-37.0
9163,-9.0
9164,-6.0
9165,7.0
9166,-28.0
9167,-5.0
9168,108.0
9169,-3.0
9170,-12.0
9171,-15.0
9172,-11.0
9173,-9.0
9174,29.0
9175,-12.0
9176,14.0
9177,-14.0
9178,19.0
9179,-8.0
9180,-7.0
9181,13.0
9182,
9183,-10.0
9184,5.0
9185,-11.0
9186,-2.0
9187,-8.0
9188,24.0
9189,15.0
9190,-22.0
9191,54.0
9192,68.0
9193,-6.0
9194,1.0
9195,36.0
9196,-30.0
9197,-5.0
9198,-12.0
9199,28.0
9200,7.0
9201,-2.0
9202,-11.0
9203,50.0
9204,-10.0
9205,-16.0
9206,-17.0
9207,-5.0
9208,48.0
9209,-23.0
9210,-6.0
9211,-13.0
9212,-9.0
9213,5.0
9214,158.0
9215,-14.0
9216,236.0
9217,141.0
9218,3.0
9219,-1.0
9220,-5.0
9221,20.0
9222,8.0
9223,123.0
9224,16.0
9225,3.0
9226,-3.0
9227,9.0
9228,122.0
9229,-4.0
9230,-29.0
9231,-5.0
9232,-14.0
9233,25.0
9234,32.0
9235,21.0
9236,225.0
9237,-3.0
9238,19.0
9239,1.0
9240,-17.0
9241,-1.0
9242,-15.0
9243,25.0
9244,-23.0
9245,42.0
9246,
9247,-12.0
9248,21.0
9249,0.0
9250,7.0
9251,-15.0
9252,-4.0
9253,-3.0
9254,-8.0
9255,-27.0
9256,44.0
9257,-7.0
9258,-17.0
9259,37.0
9260,-14.0
9261,-14.0
9262,4.0
9263,13.0
9264,2.0
9265,-2.0
9266,-5.0
9267,-7.0
9268,9.0
9269,
9270,-7.0
9271,-14.0
9272,-20.0
9273,-18.0
9274,-19.0
9275,-18.0
9276,-8.0
9277,-20.0
9278,-12.0
9279,-17.0
9280,30.0
9281,-11.0
9282,-14.0
9283,3.0
9284,28.0
9285,-7.0
9286,-27.0
9287,-22.0
9288,-7.0
9289,-22.0
9290,-3.0
9291,-9.0
9292,-22.0
9293,-20.0
9294,12.0
9295,8.0
9296,-12.0
9297,2.0
9298,5.0
9299,5.0
9300,-4.0
9301,2.0
9302,5.0
9303,-27.0
9304,60.0
9305,-25.0
